,dates,CA,TX,WI
630,2012-10-20,0.6,0.4,0.15
631,2012-10-21,1.55,0.15000000000000002,0.05
632,2012-10-22,0.1,3.4000000000000004,10.15
633,2012-10-23,0.05,1.5,9.95
634,2012-10-24,0.0,0.1,3.5999999999999996
635,2012-10-25,0.0,1.4,16.0
636,2012-10-26,0.0,4.15,1.0
637,2012-10-27,0.0,0.05,0.0
638,2012-10-28,0.0,0.0,0.15
639,2012-10-29,0.0,0.0,0.0
640,2012-10-30,0.0,0.0,0.15
641,2012-10-31,0.0,0.0,0.3
642,2012-11-01,0.0,0.0,0.05
643,2012-11-02,0.05,0.1,0.05
644,2012-11-03,0.0,2.55,0.05
645,2012-11-04,0.0,1.65,0.1
646,2012-11-05,0.0,3.35,0.3
647,2012-11-06,0.0,0.7,4.65
648,2012-11-07,0.0,0.0,0.75
649,2012-11-08,2.3499999999999996,0.0,0.05
650,2012-11-09,1.4500000000000002,0.05,0.4
651,2012-11-10,0.0,0.15000000000000002,3.5
652,2012-11-11,0.0,5.25,12.4
653,2012-11-12,0.0,2.95,2.0
654,2012-11-13,0.0,0.05,0.0
655,2012-11-14,0.0,0.05,0.25
656,2012-11-15,0.0,0.0,0.8
657,2012-11-16,0.2,0.0,0.35
658,2012-11-17,1.05,0.0,0.0
659,2012-11-18,0.05,0.0,0.0
660,2012-11-19,0.0,0.0,0.2
661,2012-11-20,0.0,0.0,0.1
662,2012-11-21,0.0,0.0,0.0
663,2012-11-22,0.0,0.1,0.3
664,2012-11-23,0.0,2.35,0.9
665,2012-11-24,0.0,0.0,0.0
666,2012-11-25,0.0,0.0,0.1
667,2012-11-26,0.0,1.45,0.05
668,2012-11-27,0.0,3.75,0.05
669,2012-11-28,0.05,0.0,0.0
670,2012-11-29,0.7,0.05,0.0
671,2012-11-30,1.4,0.3,0.4
672,2012-12-01,0.15000000000000002,0.3,1.5
673,2012-12-02,0.8500000000000001,0.05,0.9
674,2012-12-03,2.4,0.05,2.75
675,2012-12-04,0.0,8.350000000000001,0.95
676,2012-12-05,0.0,0.35,0.0
677,2012-12-06,0.0,0.0,6.2
678,2012-12-07,0.0,0.1,0.5
679,2012-12-08,0.0,1.15,2.3499999999999996
680,2012-12-09,0.0,4.35,18.65
681,2012-12-10,0.0,4.95,3.85
682,2012-12-11,0.0,0.0,0.1
683,2012-12-12,1.05,0.0,0.1
684,2012-12-13,11.3,0.0,0.0
685,2012-12-14,2.65,1.45,0.0
686,2012-12-15,1.2000000000000002,2.45,10.3
687,2012-12-16,0.2,6.55,2.0
688,2012-12-17,0.3,0.0,0.05
689,2012-12-18,5.6,0.0,3.55
690,2012-12-19,0.0,1.35,0.2
691,2012-12-20,0.0,0.8,25.15
692,2012-12-21,0.0,0.0,2.4
693,2012-12-22,0.0,0.0,0.0
694,2012-12-23,0.1,0.05,0.0
695,2012-12-24,2.4,0.0,0.6
696,2012-12-25,0.0,5.4,0.3
697,2012-12-26,2.65,0.0,0.45
698,2012-12-27,0.0,1.4000000000000001,0.44999999999999996
699,2012-12-28,0.0,0.6,2.3
700,2012-12-29,0.9,0.0,0.75
701,2012-12-30,2.2,0.0,0.0
702,2012-12-31,0.0,7.25,0.1
703,2013-01-01,0.0,9.65,0.0
704,2013-01-02,0.0,0.45,0.25
705,2013-01-03,0.0,0.0,0.55
706,2013-01-04,0.0,1.0,0.0
707,2013-01-05,0.0,1.4,0.2
708,2013-01-06,0.4,0.0,0.2
709,2013-01-07,0.8500000000000001,0.0,0.0
710,2013-01-08,0.0,16.35,0.1
711,2013-01-09,0.0,21.450000000000003,0.1
712,2013-01-10,2.3499999999999996,1.55,3.25
713,2013-01-11,0.0,0.15,8.1
714,2013-01-12,0.0,6.95,0.55
715,2013-01-13,0.0,3.25,3.5
716,2013-01-14,0.0,0.05,0.1
717,2013-01-15,0.0,0.95,0.05
718,2013-01-16,0.0,0.0,1.0
719,2013-01-17,0.0,0.0,0.05
720,2013-01-18,0.0,0.0,1.35
721,2013-01-19,0.0,0.0,0.8999999999999999
722,2013-01-20,0.0,0.0,0.0
723,2013-01-21,0.0,0.0,0.25
724,2013-01-22,0.0,0.0,0.05
725,2013-01-23,0.25,0.0,0.7
726,2013-01-24,11.3,0.0,0.2
727,2013-01-25,10.9,0.0,0.8500000000000001
728,2013-01-26,6.4,0.0,0.1
729,2013-01-27,3.1,2.0,10.0
730,2013-01-28,0.5,1.75,2.1
731,2013-01-29,0.0,4.8,23.55
732,2013-01-30,0.0,0.9,8.8
733,2013-01-31,0.0,0.0,1.3
734,2013-02-01,0.0,0.0,0.65
735,2013-02-02,0.05,0.0,2.3
736,2013-02-03,0.85,0.0,0.5
737,2013-02-04,0.0,1.2,2.75
738,2013-02-05,0.1,1.1,3.45
739,2013-02-06,0.15,15.600000000000001,2.45
740,2013-02-07,0.05,0.7000000000000001,10.8
741,2013-02-08,7.300000000000001,0.0,1.45
742,2013-02-09,0.1,3.4,0.5
743,2013-02-10,0.0,6.300000000000001,13.3
744,2013-02-11,0.2,7.0,4.65
745,2013-02-12,0.0,2.4,0.0
746,2013-02-13,0.0,0.0,0.55
747,2013-02-14,0.0,0.0,4.1499999999999995
748,2013-02-15,0.0,0.05,0.25
749,2013-02-16,0.0,0.05,0.1
750,2013-02-17,0.0,0.0,0.25
751,2013-02-18,0.0,4.15,5.6
752,2013-02-19,5.2,0.4,4.2
753,2013-02-20,9.3,3.6,0.0
754,2013-02-21,0.1,3.1,0.3
755,2013-02-22,0.0,0.0,9.1
756,2013-02-23,0.0,0.0,0.7000000000000001
757,2013-02-24,0.0,0.1,0.0
758,2013-02-25,0.0,1.9,0.05
759,2013-02-26,0.0,0.05,4.3500000000000005
760,2013-02-27,0.0,0.0,6.8500000000000005
761,2013-02-28,0.0,0.0,0.65
762,2013-03-01,0.0,0.2,0.9500000000000001
763,2013-03-02,0.0,0.0,0.1
764,2013-03-03,0.0,0.0,0.0
765,2013-03-04,0.1,0.0,0.95
766,2013-03-05,0.05,0.0,15.5
767,2013-03-06,0.15,0.0,1.1
768,2013-03-07,0.85,0.0,0.15
769,2013-03-08,9.55,1.7000000000000002,0.25
770,2013-03-09,0.65,7.1000000000000005,15.549999999999999
771,2013-03-10,0.0,4.9,18.65
772,2013-03-11,0.0,0.0,8.65
773,2013-03-12,0.0,0.0,0.8500000000000001
774,2013-03-13,0.0,0.0,0.05
775,2013-03-14,0.0,0.0,1.3
776,2013-03-15,0.0,0.0,7.85
777,2013-03-16,0.1,0.0,3.6999999999999997
778,2013-03-17,0.0,0.15,0.05
779,2013-03-18,0.05,0.3,6.95
780,2013-03-19,0.2,0.9,0.30000000000000004
781,2013-03-20,0.0,3.4,0.39999999999999997
782,2013-03-21,0.0,1.0,0.05
783,2013-03-22,0.0,0.5,0.4
784,2013-03-23,0.0,1.6,0.25
785,2013-03-24,0.0,0.15000000000000002,2.3
786,2013-03-25,0.0,0.0,1.65
787,2013-03-26,0.0,0.0,0.85
788,2013-03-27,0.0,0.0,0.65
789,2013-03-28,0.4,0.8500000000000001,0.1
790,2013-03-29,0.0,0.39999999999999997,0.35
791,2013-03-30,0.0,4.1499999999999995,10.85
792,2013-03-31,0.1,10.850000000000001,1.5
793,2013-04-01,0.2,1.1,0.25
794,2013-04-02,0.0,14.45,0.2
795,2013-04-03,0.05,9.75,0.0
796,2013-04-04,0.0,0.15000000000000002,0.85
797,2013-04-05,0.05,0.0,1.7
798,2013-04-06,0.15,0.0,7.65
799,2013-04-07,0.0,0.15000000000000002,0.1
800,2013-04-08,1.7999999999999998,0.5,35.3
801,2013-04-09,0.0,0.6,13.35
802,2013-04-10,0.0,5.7,8.700000000000001
803,2013-04-11,0.0,2.65,17.8
804,2013-04-12,0.1,0.0,5.0
805,2013-04-13,0.05,0.1,1.6500000000000001
806,2013-04-14,0.7000000000000001,0.1,15.25
807,2013-04-15,1.9,0.3,10.45
808,2013-04-16,0.75,0.30000000000000004,2.9000000000000004
809,2013-04-17,0.0,1.85,11.899999999999999
810,2013-04-18,0.0,5.449999999999999,35.25
811,2013-04-19,0.0,0.0,3.75
812,2013-04-20,0.0,0.0,0.25
813,2013-04-21,0.0,0.3,6.8
814,2013-04-22,0.05,0.0,12.75
815,2013-04-23,0.45,1.75,15.85
816,2013-04-24,0.95,4.05,2.15
817,2013-04-25,0.35,1.65,2.0
818,2013-04-26,0.0,0.8500000000000001,2.05
819,2013-04-27,0.0,19.55,0.55
820,2013-04-28,0.05,16.1,5.0
821,2013-04-29,0.0,4.25,7.300000000000001
822,2013-04-30,0.2,12.3,3.8499999999999996
823,2013-05-01,0.3,0.2,11.350000000000001
824,2013-05-02,0.1,1.55,24.55
825,2013-05-03,0.0,0.0,7.199999999999999
826,2013-05-04,0.0,0.0,5.9
827,2013-05-05,1.5499999999999998,0.0,1.0
828,2013-05-06,3.1999999999999997,0.05,1.2
829,2013-05-07,2.25,0.0,0.65
830,2013-05-08,0.1,1.5,7.0
831,2013-05-09,6.7,6.800000000000001,13.55
832,2013-05-10,0.1,7.15,7.3999999999999995
833,2013-05-11,0.05,0.75,2.65
834,2013-05-12,0.0,0.0,0.05
835,2013-05-13,0.0,0.0,1.5999999999999999
836,2013-05-14,0.0,0.0,0.75
837,2013-05-15,0.0,11.7,0.05
838,2013-05-16,0.1,3.25,0.1
839,2013-05-17,0.25,0.7000000000000001,5.0
840,2013-05-18,0.15,0.2,1.85
841,2013-05-19,0.0,0.3,14.6
842,2013-05-20,0.05,0.75,12.65
843,2013-05-21,0.1,7.699999999999999,6.1
844,2013-05-22,0.25,2.75,9.6
845,2013-05-23,0.1,2.3499999999999996,2.3
846,2013-05-24,0.15,10.1,0.0
847,2013-05-25,0.0,6.5,0.0
848,2013-05-26,0.0,7.5,2.25
849,2013-05-27,0.1,1.65,9.35
850,2013-05-28,0.15,4.1,11.950000000000001
851,2013-05-29,0.0,9.5,4.0
852,2013-05-30,0.05,2.35,12.7
853,2013-05-31,0.2,0.15000000000000002,12.149999999999999
854,2013-06-01,0.1,2.15,8.15
855,2013-06-02,0.15,4.0,1.45
856,2013-06-03,0.3,0.0,0.1
857,2013-06-04,0.3,2.25,2.2
858,2013-06-05,0.25,0.05,6.5
859,2013-06-06,0.15,6.3,4.0
860,2013-06-07,0.15,2.15,1.2000000000000002
861,2013-06-08,0.15,2.5,2.75
862,2013-06-09,0.15,9.95,15.65
863,2013-06-10,0.05,0.95,3.4000000000000004
864,2013-06-11,0.0,3.1,0.3
865,2013-06-12,0.1,1.2,30.85
866,2013-06-13,0.05,1.6,13.45
867,2013-06-14,0.1,0.2,0.5
868,2013-06-15,0.05,7.85,12.45
869,2013-06-16,0.0,1.4,1.5
870,2013-06-17,0.0,5.1000000000000005,3.85
871,2013-06-18,0.0,8.55,2.0
872,2013-06-19,0.0,5.1,0.9
873,2013-06-20,0.0,0.2,15.3
874,2013-06-21,0.0,0.2,42.150000000000006
875,2013-06-22,0.0,1.8,13.8
876,2013-06-23,0.15,0.65,16.15
877,2013-06-24,0.2,0.25,9.7
878,2013-06-25,0.05,0.1,21.0
879,2013-06-26,0.0,0.1,8.0
880,2013-06-27,0.0,0.1,6.5
881,2013-06-28,0.0,0.15000000000000002,14.9
882,2013-06-29,0.0,0.1,3.35
883,2013-06-30,1.05,1.2,0.1
884,2013-07-01,7.25,0.0,0.6
885,2013-07-02,0.45,0.0,0.25
886,2013-07-03,0.55,0.0,1.85
887,2013-07-04,0.0,0.2,0.85
888,2013-07-05,0.0,0.4,0.05
889,2013-07-06,0.8500000000000001,0.3,2.15
890,2013-07-07,0.0,1.9,9.899999999999999
891,2013-07-08,0.0,0.9500000000000001,10.100000000000001
892,2013-07-09,0.0,0.8,11.55
893,2013-07-10,0.0,6.0,0.05
894,2013-07-11,0.0,0.0,0.0
895,2013-07-12,0.0,0.0,0.0
896,2013-07-13,0.0,0.6,0.15
897,2013-07-14,0.0,8.35,0.1
898,2013-07-15,0.0,10.2,1.15
899,2013-07-16,0.0,7.9,12.1
900,2013-07-17,0.0,2.45,13.0
901,2013-07-18,0.0,1.4500000000000002,17.7
902,2013-07-19,0.0,0.25,23.4
903,2013-07-20,0.4,2.3,7.5
904,2013-07-21,1.05,1.65,13.95
905,2013-07-22,0.45,0.65,8.9
906,2013-07-23,0.1,1.75,6.95
907,2013-07-24,0.0,2.9,0.25
908,2013-07-25,0.1,0.6,3.25
909,2013-07-26,3.35,1.25,10.600000000000001
910,2013-07-27,0.0,6.75,1.9
911,2013-07-28,0.0,6.35,1.1
912,2013-07-29,0.0,1.95,0.1
913,2013-07-30,0.0,0.1,3.2
914,2013-07-31,0.0,0.55,7.2
915,2013-08-01,0.0,0.65,2.55
916,2013-08-02,0.05,0.05,5.6499999999999995
917,2013-08-03,0.0,0.0,0.35
918,2013-08-04,0.0,0.2,0.2
919,2013-08-05,0.0,0.2,4.1000000000000005
920,2013-08-06,0.0,0.0,3.9
921,2013-08-07,0.0,0.0,7.5
922,2013-08-08,0.0,0.44999999999999996,0.0
923,2013-08-09,0.0,1.85,0.1
924,2013-08-10,0.05,1.55,0.15
925,2013-08-11,0.0,3.2,2.9
926,2013-08-12,0.0,0.05,14.950000000000001
927,2013-08-13,0.0,0.5,0.15000000000000002
928,2013-08-14,0.0,8.0,0.05
929,2013-08-15,0.0,5.55,0.4
930,2013-08-16,0.0,8.700000000000001,0.3
931,2013-08-17,0.0,2.65,0.0
932,2013-08-18,1.6,0.0,0.05
933,2013-08-19,1.65,0.25,0.0
934,2013-08-20,0.2,0.05,0.4
935,2013-08-21,0.35,2.2,11.95
936,2013-08-22,0.0,2.4499999999999997,8.55
937,2013-08-23,0.0,2.45,0.0
938,2013-08-24,0.05,1.5,0.15
939,2013-08-25,0.55,1.25,0.0
940,2013-08-26,2.3499999999999996,4.4,0.15
941,2013-08-27,0.35,4.949999999999999,1.25
942,2013-08-28,0.0,1.7,1.1
943,2013-08-29,4.2,0.0,0.05
944,2013-08-30,8.35,0.0,8.65
945,2013-08-31,0.5,0.0,1.15
946,2013-09-01,1.1,0.0,1.0
947,2013-09-02,0.95,0.95,0.9
948,2013-09-03,2.15,0.65,0.0
949,2013-09-04,1.1,16.65,0.0
950,2013-09-05,2.5,2.3,0.0
951,2013-09-06,5.15,2.3000000000000003,0.0
952,2013-09-07,3.65,2.3,1.95
953,2013-09-08,0.0,4.95,0.44999999999999996
954,2013-09-09,0.75,2.6999999999999997,1.75
955,2013-09-10,0.0,10.8,1.05
956,2013-09-11,0.0,0.8,9.05
957,2013-09-12,0.0,1.05,3.25
958,2013-09-13,0.0,2.25,0.4
959,2013-09-14,0.0,2.15,6.1
960,2013-09-15,0.0,1.8499999999999999,15.649999999999999
961,2013-09-16,0.0,6.6,0.15
962,2013-09-17,0.0,1.55,0.0
963,2013-09-18,0.1,0.75,5.9
964,2013-09-19,0.15,3.75,11.350000000000001
965,2013-09-20,0.3,22.65,1.9
966,2013-09-21,0.05,3.35,0.0
967,2013-09-22,0.1,0.0,0.0
968,2013-09-23,0.0,0.0,0.0
969,2013-09-24,0.0,0.0,0.05
970,2013-09-25,0.15,0.0,0.05
971,2013-09-26,0.35,0.0,0.0
972,2013-09-27,0.0,3.85,0.0
973,2013-09-28,0.0,11.55,12.4
974,2013-09-29,0.0,11.299999999999999,1.15
975,2013-09-30,0.0,0.2,0.0
976,2013-10-01,0.0,0.55,0.0
977,2013-10-02,0.1,3.4499999999999997,1.3
978,2013-10-03,0.5,0.7000000000000001,23.95
979,2013-10-04,0.0,0.25,11.3
980,2013-10-05,0.0,4.75,21.299999999999997
981,2013-10-06,0.0,0.2,2.1500000000000004
982,2013-10-07,0.0,0.0,0.95
983,2013-10-08,0.05,0.0,0.0
984,2013-10-09,11.55,0.0,0.0
985,2013-10-10,0.1,0.0,0.0
986,2013-10-11,0.0,6.55,0.4
987,2013-10-12,0.0,10.75,2.8
988,2013-10-13,0.0,15.6,0.0
989,2013-10-14,0.0,10.25,0.6000000000000001
990,2013-10-15,0.0,10.4,18.2
991,2013-10-16,0.0,1.75,0.6
992,2013-10-17,0.0,0.1,5.5
993,2013-10-18,0.0,2.15,3.3
994,2013-10-19,0.0,1.35,1.9000000000000001
995,2013-10-20,0.0,0.0,2.25
996,2013-10-21,0.0,1.5999999999999999,0.8
997,2013-10-22,0.0,0.1,0.05
998,2013-10-23,0.25,0.0,1.05
999,2013-10-24,0.5,0.0,0.35
1000,2013-10-25,0.15,0.0,0.0
1001,2013-10-26,0.0,4.55,0.4
1002,2013-10-27,0.0,5.8,0.0
1003,2013-10-28,5.45,0.25,0.15
1004,2013-10-29,0.05,3.05,1.3
1005,2013-10-30,0.0,14.65,3.4499999999999997
1006,2013-10-31,0.0,22.55,14.15
1007,2013-11-01,0.0,0.1,0.8500000000000001
1008,2013-11-02,0.0,0.0,0.35
1009,2013-11-03,0.15,0.0,0.3
1010,2013-11-04,0.4,3.25,5.7
1011,2013-11-05,0.0,4.3,2.7
1012,2013-11-06,0.0,7.15,12.600000000000001
1013,2013-11-07,0.0,0.0,0.1
1014,2013-11-08,0.0,0.0,1.2000000000000002
1015,2013-11-09,0.0,0.8,0.7
1016,2013-11-10,0.0,0.1,0.1
1017,2013-11-11,0.0,0.0,3.55
1018,2013-11-12,0.0,0.6,0.0
1019,2013-11-13,0.0,0.0,0.0
1020,2013-11-14,0.0,0.0,0.9
1021,2013-11-15,1.65,0.05,0.1
1022,2013-11-16,1.5,0.39999999999999997,4.05
1023,2013-11-17,0.2,0.1,7.550000000000001
1024,2013-11-18,0.0,0.35,0.15
1025,2013-11-19,0.1,0.05,0.0
1026,2013-11-20,0.65,0.7,1.6
1027,2013-11-21,9.7,8.75,1.7999999999999998
1028,2013-11-22,6.0,8.3,2.05
1029,2013-11-23,0.75,2.0,0.1
1030,2013-11-24,0.0,0.85,0.0
1031,2013-11-25,0.0,7.6499999999999995,2.35
1032,2013-11-26,0.0,1.4000000000000001,1.05
1033,2013-11-27,0.0,0.0,0.05
1034,2013-11-28,0.0,0.0,0.05
1035,2013-11-29,0.85,0.0,0.0
1036,2013-11-30,0.0,0.05,0.1
1037,2013-12-01,0.0,0.15,0.1
1038,2013-12-02,0.0,0.0,2.9
1039,2013-12-03,1.4,0.0,7.75
1040,2013-12-04,1.1,0.0,14.1
1041,2013-12-05,0.1,2.2,0.3
1042,2013-12-06,0.30000000000000004,8.65,0.0
1043,2013-12-07,3.25,0.3,0.0
1044,2013-12-08,0.0,0.05,3.6500000000000004
1045,2013-12-09,0.0,1.1,1.4
1046,2013-12-10,0.0,0.1,0.9
1047,2013-12-11,0.35,0.05,0.4
1048,2013-12-12,0.30000000000000004,0.05,0.3
1049,2013-12-13,0.0,2.25,0.55
1050,2013-12-14,0.0,0.05,4.0
1051,2013-12-15,0.0,0.0,0.15000000000000002
1052,2013-12-16,0.0,0.0,2.45
1053,2013-12-17,0.0,0.0,0.9
1054,2013-12-18,0.1,0.0,0.0
1055,2013-12-19,4.15,0.25,0.45
1056,2013-12-20,0.0,0.8,1.65
1057,2013-12-21,0.0,5.9,0.55
1058,2013-12-22,0.0,0.0,8.3
1059,2013-12-23,0.0,0.0,1.4500000000000002
1060,2013-12-24,0.0,0.0,2.5
1061,2013-12-25,0.0,0.6,4.2
1062,2013-12-26,0.0,1.15,1.0499999999999998
1063,2013-12-27,0.0,0.8,0.25
1064,2013-12-28,0.0,0.0,0.15
1065,2013-12-29,0.0,0.05,1.0
1066,2013-12-30,0.0,0.1,0.3
1067,2013-12-31,0.0,0.0,1.45
1068,2014-01-01,0.0,0.0,2.45
1069,2014-01-02,0.0,0.0,0.5
1070,2014-01-03,0.0,0.0,0.5
1071,2014-01-04,0.0,0.0,2.15
1072,2014-01-05,0.0,0.0,1.1
1073,2014-01-06,0.0,0.0,0.25
1074,2014-01-07,0.0,0.0,0.05
1075,2014-01-08,0.0,2.2,0.0
1076,2014-01-09,0.0,5.2,0.0
1077,2014-01-10,0.0,5.85,7.5
1078,2014-01-11,0.0,0.0,1.7999999999999998
1079,2014-01-12,0.0,0.75,0.25
1080,2014-01-13,0.0,0.55,0.0
1081,2014-01-14,0.0,0.0,8.1
1082,2014-01-15,0.0,0.0,0.75
1083,2014-01-16,0.0,0.0,2.35
1084,2014-01-17,0.0,0.0,0.65
1085,2014-01-18,0.0,0.0,2.4
1086,2014-01-19,0.0,0.0,0.1
1087,2014-01-20,0.0,0.0,0.55
1088,2014-01-21,0.0,0.0,0.15000000000000002
1089,2014-01-22,0.0,0.0,1.55
1090,2014-01-23,0.0,1.6,0.1
1091,2014-01-24,0.0,1.1,0.44999999999999996
1092,2014-01-25,0.0,0.0,0.3
1093,2014-01-26,0.0,0.0,1.65
1094,2014-01-27,0.0,0.0,0.0
1095,2014-01-28,0.0,0.65,0.0
1096,2014-01-29,0.0,0.0,0.0
1097,2014-01-30,0.0,0.15,9.15
1098,2014-01-31,1.65,0.05,0.0
1099,2014-02-01,0.0,0.9,4.0
1100,2014-02-02,2.25,2.95,0.05
1101,2014-02-03,1.3499999999999999,0.1,0.05
1102,2014-02-04,0.2,1.4,0.25
1103,2014-02-05,0.3,0.0,3.3
1104,2014-02-06,1.65,0.15,0.1
1105,2014-02-07,0.1,0.85,0.0
1106,2014-02-08,0.05,0.0,1.15
1107,2014-02-09,0.0,0.05,0.15000000000000002
1108,2014-02-10,0.0,2.2,0.0
1109,2014-02-11,0.0,2.85,0.0
1110,2014-02-12,0.0,0.0,0.85
1111,2014-02-13,0.0,0.0,1.55
1112,2014-02-14,0.0,0.0,0.0
1113,2014-02-15,0.0,0.0,0.5
1114,2014-02-16,0.0,0.15,0.15
1115,2014-02-17,0.0,0.5,8.85
1116,2014-02-18,0.0,1.0,0.15000000000000002
1117,2014-02-19,0.1,0.2,0.05
1118,2014-02-20,0.0,0.9500000000000001,13.600000000000001
1119,2014-02-21,0.0,0.0,6.0
1120,2014-02-22,0.0,0.0,0.0
1121,2014-02-23,0.0,0.05,0.05
1122,2014-02-24,0.0,1.05,0.0
1123,2014-02-25,0.05,4.75,0.1
1124,2014-02-26,0.15,12.15,0.25
1125,2014-02-27,2.35,0.0,0.2
1126,2014-02-28,57.2,0.0,3.0999999999999996
1127,2014-03-01,13.0,0.35,3.15
1128,2014-03-02,0.35,6.65,0.45
1129,2014-03-03,0.0,0.1,0.05
1130,2014-03-04,0.0,5.65,0.85
1131,2014-03-05,0.0,0.1,2.0
1132,2014-03-06,0.0,0.1,0.25
1133,2014-03-07,0.0,0.0,1.05
1134,2014-03-08,0.0,4.8,0.7999999999999999
1135,2014-03-09,0.0,2.55,0.25
1136,2014-03-10,0.0,0.05,0.35
1137,2014-03-11,0.0,0.0,4.25
1138,2014-03-12,0.05,0.0,1.0
1139,2014-03-13,0.25,0.0,0.25
1140,2014-03-14,0.05,0.35,0.2
1141,2014-03-15,0.0,9.299999999999999,0.15000000000000002
1142,2014-03-16,0.0,1.05,0.05
1143,2014-03-17,0.0,0.0,2.2
1144,2014-03-18,0.05,0.0,1.4
1145,2014-03-19,0.0,0.2,6.699999999999999
1146,2014-03-20,0.0,0.0,0.25
1147,2014-03-21,0.1,0.35,1.9500000000000002
1148,2014-03-22,0.15,2.2,0.6
1149,2014-03-23,0.2,4.05,0.2
1150,2014-03-24,0.0,0.65,1.2999999999999998
1151,2014-03-25,0.65,0.4,0.65
1152,2014-03-26,0.45,0.55,0.45
1153,2014-03-27,0.55,2.4499999999999997,10.0
1154,2014-03-28,0.0,3.4000000000000004,4.2
1155,2014-03-29,0.0,0.45,0.0
1156,2014-03-30,0.0,0.0,0.0
1157,2014-03-31,0.0,0.1,3.8000000000000003
1158,2014-04-01,0.95,0.6,2.75
1159,2014-04-02,1.7,0.45,0.0
1160,2014-04-03,0.0,4.3,6.9
1161,2014-04-04,0.0,0.45,9.399999999999999
1162,2014-04-05,0.2,1.3,0.25
1163,2014-04-06,0.0,18.7,2.15
1164,2014-04-07,0.0,0.5,0.7
1165,2014-04-08,0.0,0.2,4.65
1166,2014-04-09,0.0,0.0,0.35
1167,2014-04-10,0.0,0.0,3.4499999999999997
1168,2014-04-11,0.1,0.1,0.4
1169,2014-04-12,0.3,0.3,18.5
1170,2014-04-13,0.85,5.6000000000000005,28.35
1171,2014-04-14,0.1,14.45,10.7
1172,2014-04-15,0.0,0.0,0.6
1173,2014-04-16,0.0,0.0,9.2
1174,2014-04-17,0.15,2.15,8.75
1175,2014-04-18,6.5,1.25,0.1
1176,2014-04-19,2.8499999999999996,0.0,1.1
1177,2014-04-20,0.0,3.35,7.85
1178,2014-04-21,0.0,3.45,6.0
1179,2014-04-22,0.0,2.9,0.4
1180,2014-04-23,0.0,0.0,2.1
1181,2014-04-24,0.0,1.9000000000000001,23.0
1182,2014-04-25,0.1,0.3,5.6
1183,2014-04-26,4.9,0.75,0.1
1184,2014-04-27,0.0,3.85,21.200000000000003
1185,2014-04-28,0.0,0.35,22.5
1186,2014-04-29,0.0,0.0,13.95
1187,2014-04-30,0.0,0.0,2.6500000000000004
1188,2014-05-01,0.0,0.0,5.6
1189,2014-05-02,0.0,0.0,1.6
1190,2014-05-03,0.0,0.0,0.95
1191,2014-05-04,0.0,0.0,0.0
1192,2014-05-05,0.0,0.0,1.3
1193,2014-05-06,1.1,0.15,0.35
1194,2014-05-07,0.9,0.25,8.5
1195,2014-05-08,0.05,5.8,13.549999999999999
1196,2014-05-09,0.05,4.1,6.85
1197,2014-05-10,0.15,0.0,0.45
1198,2014-05-11,0.0,0.35,2.9
1199,2014-05-12,0.0,8.95,32.8
1200,2014-05-13,0.0,46.949999999999996,11.149999999999999
1201,2014-05-14,0.0,3.5,0.45
1202,2014-05-15,0.0,0.0,8.2
1203,2014-05-16,0.0,0.0,0.6
1204,2014-05-17,0.0,0.0,1.35
1205,2014-05-18,0.0,0.1,0.15000000000000002
1206,2014-05-19,0.05,0.15000000000000002,13.450000000000001
1207,2014-05-20,0.15,0.05,19.0
1208,2014-05-21,0.5,0.1,3.5
1209,2014-05-22,4.65,0.7,0.05
1210,2014-05-23,3.85,0.85,0.0
1211,2014-05-24,0.45,10.2,0.0
1212,2014-05-25,0.1,5.8,0.1
1213,2014-05-26,0.0,12.9,13.15
1214,2014-05-27,0.0,21.8,33.35
1215,2014-05-28,0.0,5.9,5.1
1216,2014-05-29,0.05,0.5,0.0
1217,2014-05-30,0.0,3.7,0.0
1218,2014-05-31,0.0,8.95,2.2
1219,2014-06-01,0.0,0.5,17.2
1220,2014-06-02,0.0,0.95,6.65
1221,2014-06-03,0.0,1.55,0.30000000000000004
1222,2014-06-04,0.0,0.5,7.1
1223,2014-06-05,0.0,0.55,1.9
1224,2014-06-06,0.05,0.65,5.15
1225,2014-06-07,0.25,0.7999999999999999,17.299999999999997
1226,2014-06-08,0.2,20.6,1.2
1227,2014-06-09,0.1,8.95,1.75
1228,2014-06-10,0.15,9.9,1.15
1229,2014-06-11,0.15,0.1,13.299999999999999
1230,2014-06-12,0.05,8.6,9.85
1231,2014-06-13,0.0,5.3,0.0
1232,2014-06-14,0.0,1.9000000000000001,4.5
1233,2014-06-15,0.0,0.0,18.55
1234,2014-06-16,0.05,0.45,4.5
1235,2014-06-17,0.0,0.1,24.55
1236,2014-06-18,0.0,3.1,58.300000000000004
1237,2014-06-19,0.0,2.35,13.4
1238,2014-06-20,0.0,2.7,6.5
1239,2014-06-21,0.0,3.8,10.85
1240,2014-06-22,0.0,1.3,3.2
1241,2014-06-23,0.1,5.55,5.05
1242,2014-06-24,0.15,5.25,7.4
1243,2014-06-25,0.15,4.05,4.8
1244,2014-06-26,0.35,0.35,0.8
1245,2014-06-27,0.4,4.3,3.85
1246,2014-06-28,0.25,0.75,18.950000000000003
1247,2014-06-29,0.1,0.2,17.15
1248,2014-06-30,0.25,0.1,18.8
1249,2014-07-01,0.05,0.0,10.55
